"","age","income","marital","gender","totalcharge"
"210",18,37760.15,1,0,3375.408749
"211",69,47388.08,0,0,3238.067116
"212",64,4385.37,1,0,2935.386265
"213",51,30953.55,1,0,3816.849424
"214",21,60689.77,0,0,2400.31539
"215",61,28261.91,1,0,4131.259275
"216",83,56308.23,0,1,2685.804582
"217",79,41274.48,0,1,3110.440125
"218",76,55001.52,1,0,3732.680871
"219",67,41103.82,1,1,3125.742143
"220",63,146378.38,0,0,3034.589608
"221",33,41646.93,0,0,2895.479157
"222",58,15376.54,0,1,3036.756264
"223",72,70908.62,1,1,3211.889418
"224",64,17483.57,0,0,4209.688433
"225",63,51194.85,0,0,4062.553244
"226",27,23212.32,0,1,2882.019466
"227",70,2616.67,0,1,2041.11349
"228",61,16064.16,1,1,3235.31491
"229",77,34657.12,0,1,3469.344337
"230",32,17649.22,0,1,3901.030392
"231",18,75585.27,0,1,3648.753116
"232",57,50210.69,1,0,4333.01205
"233",86,18368.09,0,0,2572.098157
"234",54,51989.1,0,0,2369.371684
"235",44,63877.74,0,0,3188.524989
"236",19,16149.99,0,1,2519.019369
"237",52,18124.3,0,0,3787.081877
"238",55,26468.76,1,0,3170.70963
"239",74,37342.05,1,0,3024.613962
"240",81,101603.97,0,0,2470.988955
"241",71,39029.51,0,1,3308.537574
"242",83,14482.82,1,1,2318.994907
"243",19,41709.62,0,1,3387.739922
"244",42,72301.54,0,0,3220.43038
"245",68,27845.68,0,0,3189.615279
"246",78,21517.04,0,0,3536.782189
"247",32,10272.41,0,0,2639.030826
"248",58,42604.07,0,0,2735.34317
"249",44,108278.74,0,1,2969.441128
"250",35,21938.66,0,1,4284.949507
"251",44,12261.09,0,0,2745.721505
"252",71,29498.79,0,1,3820.545377
"253",48,36426.1,0,1,2997.709114
"254",34,45895.69,0,0,3399.905528
"255",74,37287.56,1,0,4242.703829
"256",53,28102.89,0,0,3646.000976
"257",48,73510.08,0,0,2830.771933
"258",20,25019.69,0,0,2985.346695
"259",41,24742.86,0,1,3426.852882
"260",49,63390.92,0,0,3213.887525
"261",42,50702.95,0,0,2942.898904
"262",33,17137.31,0,0,4501.318703
"263",87,17724.74,1,1,3387.19795
"264",48,7218.62,0,0,3410.099411
"265",41,22327.66,0,1,2955.27515
"266",24,9713.74,0,0,2686.487559
"267",67,5137.08,0,1,3779.443735
"268",30,33484.52,0,0,4014.574376
"269",53,44565.05,1,1,3570.179093
"270",62,14426.88,0,0,2930.393077
"271",27,29461.62,1,1,3633.310014
"272",87,52426.7,0,1,3222.248401
"273",63,32883.54,0,0,4258.89257
"274",86,16139.05,0,0,3076.598086
"275",40,53796.73,0,0,3179.407928
"276",62,29576.25,1,0,3414.394634
"277",27,30698.01,0,1,2941.588127
"278",65,2370.4,0,1,3191.746954
"279",58,33851.15,1,1,2924.946298
"280",56,7518.14,0,1,2438.113489
"281",18,75940.73,0,1,2469.31502
"282",26,37566.54,0,0,4392.13371
"283",79,99901.64,0,1,3184.167449
"284",21,92484.41,0,0,4020.445595
"285",23,41435.98,0,0,2582.652319
"286",67,55724.51,0,0,2070.180736
"287",59,46841.28,0,0,3196.202289
"288",54,395.23,1,1,3058.58364
"289",40,12754.2,0,1,2720.852881
"290",78,44410.11,1,0,2383.754264
"291",59,14786.61,0,1,3965.513099
"292",23,39213.93,0,0,2766.18516
"293",48,46262.48,1,1,4930.13554
"294",86,76733.35,0,0,2614.857877
"295",60,66597.05,1,1,3202.328675
"296",45,91267.69,0,1,3654.598249
"297",47,22907.55,1,0,2929.545838
"298",32,30086.52,1,0,3188.32107
"299",28,33417.18,0,0,3169.580246
"300",43,46928.71,0,0,3269.849188
"301",38,40261.61,1,0,3176.558475
"302",69,18557.54,0,1,3620.049153
"303",24,49234.75,0,0,4421.654135
"304",40,74844.02,1,1,3098.702518
"305",46,60297.27,0,0,4139.924647
"306",18,74941.28,0,0,2917.40175
"307",83,65950.68,0,0,2806.329994
"308",57,48682.29,0,0,2793.410498
"309",71,12053.15,0,0,3041.714657
"310",81,75661.08,0,0,3198.319152
"311",32,75437.76,1,0,3015.960574
"312",21,49633.08,0,0,3649.807615
"313",52,10711.46,1,1,3105.530349
"314",49,20804.46,0,1,2521.134844
"315",25,26002.28,0,1,3515.327039
"316",82,40269.18,0,0,2885.993883
"317",29,18710.49,0,1,3945.56665
"318",30,63466.9,0,1,3300.026397
"319",65,93056.22,0,0,4180.663359
"320",40,26135.32,0,0,2149.888572
"321",31,33421.21,1,1,3120.598109
"322",64,16689.47,0,0,3227.081149
"323",73,70166.52,0,1,2648.357132
"324",35,35682.7,0,0,4472.986727
"325",21,17299.17,0,1,3337.172591
"326",28,69962.06,0,0,2795.92903
"327",40,7937.93,1,1,3647.454196
"328",66,74641.08,0,0,5001.204307
"329",39,21355.7,0,0,3722.162237
"330",79,24460.09,0,1,4604.923382
"331",22,19087.77,1,0,3360.030981
"332",65,78767.29,1,1,4287.286773
"333",31,25015.73,0,0,2595.356255
"334",53,48728.72,1,0,4339.312177
"335",47,66734.15,0,0,2022.650007
"336",71,12963.16,0,1,2433.301878
"337",71,1380.7,0,0,4312.586969
"338",34,62849.12,0,1,2962.268377
"339",51,76276.49,0,1,3283.523074
"340",24,42045.2,0,1,3701.824248
"341",49,17495.56,0,0,3680.545305
"342",43,15366.62,0,0,3496.001774
"343",29,14564.59,0,0,3995.093301
"344",52,43079.95,1,0,2411.219472
"345",53,32630.09,1,0,2724.856057
"346",57,56905.1,0,0,3062.700113
"347",87,60540.02,0,0,2767.174311
"348",20,74206.99,0,1,3103.217061
"349",22,88419.55,0,0,2940.930554
"350",25,38215.55,0,1,3723.795831
"351",83,23315.97,0,0,2618.178717
"352",47,34188.56,0,0,2176.659323
"353",34,23872.42,0,1,3890.368368
"354",79,39972.91,0,0,3009.004084
"355",68,42961.09,0,1,3183.944683
"356",57,12579.05,1,1,3681.80293
"357",84,39084.38,0,0,3103.632391
"358",68,27241.76,0,1,2273.84808
"359",64,16016.32,0,1,3235.073342
"360",70,24500.55,0,1,3489.239396
"361",38,38115.76,0,0,3505.556233
"362",83,136468.34,0,1,2834.82233
"363",66,30117.41,0,0,2802.079877
"364",55,11055.83,0,1,2799.498159
"365",76,68622.22,0,1,2759.88208
"366",60,14675.28,0,0,3171.543626
"367",36,81078.08,0,1,3373.260639
"368",63,17309.82,1,0,3208.172885
"369",88,34192,0,0,3398.134929
"370",69,14569.21,1,1,3579.613818
"371",67,95256.58,0,0,2578.725857
"372",35,25671.48,0,1,2938.049365
"373",79,7576.09,0,1,3091.22895
"374",50,29106.12,1,1,2765.706148
"375",59,21846.17,0,0,3271.629016
"376",41,60649.96,0,0,3018.234786
"377",45,42400.29,0,1,2674.731732
"378",84,72903.64,0,1,2779.8971
"379",50,32627.37,0,0,3264.854254
"380",29,43522.72,0,1,3159.807196
"381",74,34021.13,0,1,3139.811423
"382",22,86295.96,0,1,2638.47539
"383",76,20815.43,0,0,4323.410781
"384",80,25132.67,0,0,2860.866417
"385",73,13337.78,0,1,3560.555096
"386",37,28223.07,0,1,3837.234184
"387",29,17233.95,1,1,3730.427881
"388",41,26791.81,0,0,2875.330975
"389",82,12289.73,1,0,2974.397043
"390",23,44666.7,0,0,3059.617297
"391",61,21139.39,0,1,3084.792941
"392",51,64992.79,0,1,2589.081842
"393",72,34473.21,0,1,2835.243363
"394",27,51854.32,0,0,2281.766034
"395",89,68812.12,0,0,2533.607885
"396",45,26733.04,0,1,3423.744497
"397",48,54559.27,0,1,3872.353147
"398",82,37739.87,0,0,5102.771833
"399",37,30898.36,0,0,2616.316061
"400",64,56553.38,0,1,2363.740739
"401",55,11744.18,0,0,3336.976723
"402",45,18161.9,0,0,2715.14173
"403",53,17501.16,0,1,3375.886526
"404",72,39817.39,0,1,2435.851909
"405",25,57752.62,0,0,4506.817425
"406",78,10858.58,0,0,3036.630049
"407",51,23021.68,0,0,3057.592613
"408",79,121385.63,0,0,2876.210857
"409",53,95155.92,0,1,3726.612004
"410",19,25970.72,0,1,2869.690101
"411",68,34616.28,0,1,2267.128889
"412",41,7044.67,0,0,2941.227417
"413",79,16012.05,0,0,2921.041891
"414",68,22761.5,1,0,3354.121217
"415",28,40662.85,0,0,3887.84274
"416",89,6092.93,0,1,3368.357316
"417",66,14442.48,0,1,3473.010857
"418",68,132010.48,0,0,3912.914167
"419",63,40322.1,0,0,4378.376886
"420",34,32551.04,0,0,2581.062528
"421",21,23032.3,0,1,2341.01268
"422",21,44293.23,0,1,4036.044468
"423",81,4124.82,0,0,2691.473859
"424",56,15535.44,1,0,2576.275173
"425",43,35604.12,1,1,2852.178707
"426",27,7456.19,0,1,3465.015563
"427",36,21335.75,0,0,3951.952769
"428",69,26515.76,0,0,4075.796257
"429",38,15602.43,0,1,3269.299277
"430",38,20824.88,0,1,2266.14835
"431",89,34693.17,0,1,2149.09188
"432",76,25608.71,0,1,2359.940337
"433",20,13834.03,0,0,3574.397718
"434",59,34207.33,0,0,3448.267932
"435",48,64988.44,0,1,2628.172112
"436",56,25697.12,0,1,2894.343499
"437",80,68191.2,1,0,2379.36999
"438",44,32157.97,0,0,3499.827144
"439",88,62568.25,0,0,3141.332591
"440",73,53393.81,0,1,3691.595666
"441",89,11443.19,1,1,2857.760617
"442",50,46782.69,1,1,2557.363712
"443",70,80698.8,0,1,4069.444895
"444",22,54906.05,0,1,2758.538597
"445",51,21030.15,0,0,3879.168235
"446",44,59965.07,0,0,3817.00456
"447",69,79462.62,0,0,4663.610992
"448",38,35878.09,0,0,3185.585436
"449",80,67799.74,0,0,2823.841624
"450",49,17179.69,1,0,3141.86527
"451",68,8622.55,0,1,2944.751368
"452",88,26201.88,1,0,3077.347132
"453",39,45835.14,0,1,3269.612531
"454",72,32559.51,0,1,3093.394945
"455",51,27314.16,0,0,2174.878962
"456",75,23667.01,0,0,3203.11383
"457",55,20418.98,1,0,2544.815875
"458",24,46199.65,1,1,4045.923577
"459",49,29964.12,0,1,2933.911213
"460",88,7128.49,0,1,3370.273485
"461",29,10274.55,1,0,3919.618287
"462",86,56786.97,0,0,2812.279343
"463",43,20906.69,0,1,3114.301797
"464",75,41029.59,0,1,3887.145927
"465",86,22362.74,0,1,4158.239148
"466",66,65175.03,1,0,3555.805233
"467",48,100306.46,0,0,2605.242258
"468",48,33023.99,1,0,2527.466351
"469",42,6448.22,0,1,4336.400613
"470",40,26461.73,0,1,3748.796341
"471",35,30738.43,1,1,3112.305239
"472",85,9467.63,1,0,4005.555541
"473",34,55337.15,0,0,2822.11243
"474",80,36422.17,0,1,4120.813798
"475",49,27915.28,0,1,3462.088097
"476",27,35794.66,1,0,3464.599571
"477",21,34154.82,0,0,3370.986901
"478",19,57036.6,0,0,2527.643224
"479",51,14901,1,1,3027.97562
"480",32,15567.8,0,1,3749.850712
"481",72,59640.49,0,0,3628.385865
"482",38,23811.77,1,1,2418.49099
"483",70,13135.02,0,1,3759.407938
"484",53,49349.73,0,1,4603.784273
"485",44,33130.88,0,1,2886.740232
"486",89,14628.84,0,1,2829.449546
"487",89,30417.3,1,0,2996.401179
"488",79,18564.72,0,0,2346.345067
"489",78,21660.62,0,0,2642.912317
"490",55,42108.59,0,0,2885.061342
"491",42,64685.11,0,0,2778.859359
"492",47,28039.92,1,0,3402.065823
"493",35,38121.64,0,0,3585.982103
"494",65,35526.02,0,1,4316.102331
"495",46,23018.38,1,0,2847.10389
"496",65,26029.49,1,1,3055.793668
"497",79,26018.85,0,0,3896.00801
"498",89,27782.65,0,1,3059.104759
"499",50,18172.06,0,1,3539.576991
"500",56,31325.81,0,0,3242.59737
"501",29,22638.55,0,0,3178.394987
"502",84,23232.47,0,0,2591.715478
"503",88,20577.09,0,1,3252.053794
"504",32,9895.44,0,1,2492.001487
"505",83,85255.67,0,1,4130.370535
"506",31,28496.61,0,0,2944.362985
"507",80,6138.13,0,1,3777.964067
"508",55,44006.74,0,0,4241.400158
"509",20,29747.53,0,0,2390.700721
"510",47,43679.89,1,1,4059.072139
"511",78,46940.51,0,1,3170.317364
"512",64,28762.25,1,0,2585.631769
"513",74,32546.1,0,1,2382.856682
"514",36,55101.64,0,1,3774.645869
"515",54,30831.23,0,1,4335.152509
"516",60,10712.44,0,0,3282.145488
"517",41,12081.23,0,0,4181.278158
"518",81,19661.63,0,1,2930.819197
"519",30,17511.52,1,0,3536.255817
"520",43,16805.54,0,0,4854.67411
"521",59,16432.81,0,0,2924.946059
"522",74,22360.38,0,0,3113.605758
"523",26,9726.93,1,0,2840.180934
"524",57,37176,1,1,3286.77033
"525",31,16424.84,0,0,2439.092314
"526",30,34237.77,0,1,2755.896923
"527",58,4723.48,0,0,3409.393009
"528",60,90647.05,0,1,3868.300768
"529",43,118099.72,1,0,3157.941088
"530",66,11874.03,0,0,4395.259559
"531",82,36608.73,0,0,4325.47806
"532",54,45437.39,0,0,3758.441707
"533",39,15688.47,0,1,3264.535622
"534",34,59291.53,0,1,2351.76883
"535",22,27353.99,0,0,2967.502647
"536",56,14604,1,1,2681.269765
"537",89,51373.7,0,0,2501.636487
"538",77,26140.54,0,1,2378.02481
"539",68,27281.25,0,0,2707.893377
"540",47,51238.11,0,1,2942.673832
"541",74,15153.81,0,0,2858.633903
"542",19,56491.51,1,0,3987.189323
"543",47,44999.28,1,1,3279.613798
"544",41,43580.19,1,0,2686.500891
"545",86,72893.36,1,0,3287.713569
"546",81,16768.62,0,0,4114.756865
"547",66,64988.43,1,1,2940.35275
"548",85,49065.46,0,0,3025.725762
"549",48,23774.19,0,1,3397.744806
"550",65,14631.83,0,1,2588.604103
"551",63,38965.98,0,1,2280.546684
"552",60,49896.02,1,1,4142.757272
"553",84,11396,1,0,2799.804655
"554",70,44722.72,0,1,2708.231329
"555",65,42731.96,0,1,4270.024198
"556",79,108279.93,0,0,3465.479593
"557",83,36729.26,0,1,3292.092879
"558",39,42640.99,1,0,3026.266338
"559",20,12143.99,0,1,2330.570667
"560",82,91113.19,0,1,3744.005693
"561",26,35138.55,1,0,4931.407267
"562",56,19163.3,0,0,3639.636629
"563",79,63185.09,0,0,2864.510822
"564",53,31302.54,0,0,2911.487674
"565",35,27514.78,0,1,4158.474948
"566",28,46836.12,0,1,3163.974681
"567",69,35157.59,0,0,4765.216449
"568",25,17654.48,0,0,2892.258056
"569",24,55856.79,1,1,2708.056971
"570",81,62675.5,1,1,3699.816792
"571",40,33748.6,0,0,2232.508406
"572",73,14583.29,0,1,2885.535541
"573",31,82382.14,0,0,4158.800261
"574",76,28238.95,0,0,3731.183958
"575",83,56899.68,0,0,3788.825391
"576",73,49611.62,0,0,2979.516739
"577",33,27305.96,0,0,3618.130693
"578",30,71925.61,0,0,3661.250504
"579",44,21427.43,0,0,3794.528007
"580",25,18230.07,0,1,3602.439139
"581",73,12991.48,1,0,3497.467524
"582",33,13068.56,1,1,3159.279704
"583",25,125977.37,0,0,4770.329496
"584",79,8538.88,0,1,2693.242833
"585",67,52141.94,0,0,3637.011057
"586",58,48494.12,1,0,4153.48628
"587",78,40062.16,0,0,2792.064516
"588",25,93802.5,1,1,3328.43691
"589",60,69077.45,0,0,3046.30597
"590",55,32164.63,0,0,4350.434445
"591",64,77256.35,0,1,3630.741682
"592",58,85046.78,0,0,3428.669005
"593",54,49560.22,0,1,3923.26883
"594",58,35857.57,1,0,2970.28583
"595",21,26903.69,1,0,4150.61734
"596",41,32480.84,1,0,3029.04623
"597",31,94021.31,0,1,3235.252801
"598",29,33167.77,0,0,2120.964251
"599",20,63005.19,0,0,3624.717225
"600",75,62733.25,1,1,3614.020286
"601",48,50247.28,0,0,4341.072219
"602",56,23970.96,0,0,3038.761875
"603",45,6682.05,1,0,3147.330061
"604",53,26543.31,1,1,3414.5282
"605",87,32740.24,1,1,2859.547471
"606",89,46466.88,1,0,2724.856278
"607",65,36544.49,0,1,2648.993339
"608",48,61138.31,0,1,3780.657683
"609",75,24446.64,0,1,3459.551948
"610",64,83456.66,1,1,3235.234932
"611",25,63467.1,0,0,3286.171372
"612",81,128108.35,1,1,3302.659148
"613",87,46818.42,0,0,2818.567592
"614",22,42551.4,0,1,2704.303252
"615",82,13601.41,0,0,2781.990799
"616",49,79447.79,0,1,3944.202535
"617",19,85033.4,1,0,3888.504763
"618",37,47889.36,0,0,3490.915927
"619",72,23599.4,0,0,2639.114275
"620",65,47108.64,0,1,3723.839456
"621",81,65946.21,1,0,4524.95685
"622",51,28369.49,0,0,3194.373172
"623",25,171288.05,0,1,2125.442158
"624",77,37966.63,1,0,3175.055383
"625",67,32867.28,1,0,3635.788969
"626",63,28372.12,0,0,2399.325161
"627",25,28158.2,0,1,3477.482122
"628",42,6806.49,0,0,3989.495175
"629",87,20823.03,0,1,3546.393935
"630",62,41852.92,0,1,3444.029849
"631",43,25349.37,0,0,2565.169362
"632",48,35754.98,1,1,2895.325874
"633",75,55910.04,0,1,2808.590362
"634",87,72354.39,0,1,3893.567355
"635",22,13205.72,0,1,2533.159759
"636",79,43146.94,1,1,3338.649112
"637",44,80848.31,1,1,3135.874512
"638",24,65065.55,1,1,3240.181574
"639",44,69410.51,0,1,3194.249032
"640",28,35005.04,0,0,3439.525111
"641",67,5926.03,1,0,2820.802015
"642",64,40274.47,0,0,3040.661249
"643",28,18305.98,0,1,3339.415481
"644",31,91623.55,1,0,3335.380076
"645",62,74745.88,0,0,3487.075823
"646",28,38517.11,0,0,3031.028367
"647",66,19871.07,1,0,3796.948298
"648",32,16972.73,1,1,3797.92217
"649",26,47079.45,0,0,2967.650133
"650",26,20682.89,1,1,2981.794629
"651",32,48787.47,0,1,3780.911531
"652",75,11558.14,0,1,2544.10054
"653",24,9414.82,0,1,2917.983965
"654",81,46455.88,0,0,3157.131107
"655",19,51595.37,0,1,3470.180776
"656",53,31199.71,0,0,2621.19386
"657",46,39031.57,0,0,2916.964945
"658",59,43070.25,1,0,2753.861664
"659",30,35504.04,0,1,2916.906301
"660",21,32688.15,0,1,3241.796541
"661",72,5885.65,0,0,2730.30935
"662",45,77002.95,0,0,2850.359919
"663",82,10205.12,0,1,2982.345058
"664",87,11519.95,1,1,3535.666018
"665",34,49445.78,0,1,2995.603928
"666",44,33050.7,1,0,4516.213061
"667",25,70281.24,0,0,3272.114456
"668",50,81469.66,0,1,2694.761674
"669",31,81972.16,1,0,3539.529224
"670",28,44659.83,0,0,2945.367749
"671",31,64994.79,0,0,2730.357284
"672",80,46986.44,1,1,3519.071379
"673",88,66301.09,0,0,5263.085787
"674",47,63735.94,0,0,4264.588036
"675",38,6047.9,0,1,3958.177137
"676",55,55566.54,0,0,3774.219791
"677",60,25070.89,0,1,2451.697721
"678",73,34366.58,0,0,2880.095694
"679",54,3657.2,0,1,3491.392112
"680",88,40758.23,0,0,2773.748792
"681",33,22709.75,0,1,3664.375957
"682",20,43574.11,0,0,3779.208559
"683",72,28178.56,1,0,2976.533753
"684",37,13389.7,0,0,3014.521705
"685",44,30154.71,0,1,4444.991416
"686",88,36575.24,0,0,3147.622436
"687",80,25610.17,0,1,3459.426449
"688",84,5053.14,1,0,3093.365933
"689",43,37340.45,0,0,3143.621173
"690",66,26495.82,0,1,2160.229349
"691",45,21803.15,0,0,4498.402924
"692",76,5873.17,0,1,3430.117003
"693",34,2588.91,0,1,3092.062623
"694",37,18238.34,0,0,2799.343017
"695",56,20937.79,1,1,3954.577364
"696",82,38888.79,1,0,3118.102087
"697",39,48758.98,0,1,3439.713057
"698",53,37131.09,0,0,3788.099909
